Cavity #328      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5466e9 	78361.           	11162.	1   	0.                
   lr(2) =       	3.0705e9 	3956.6           	44443.	1   	0.                
   lr(3) =       	1.7342e9 	40084.           	1764.4	1   	0.                
   lr(4) =       	1.8696e9 	42185.           	1780.7	1   	0.                
   lr(5) =       	1.7033e9 	48586.           	1391. 	1   	0.                
   lr(6) =       	8.8297e9 	7914.099999999999	41897.	1   	0.                
   lr(7) =       	1.8532e9 	27061.           	1549.2	1   	0.                
   lr(8) =       	1.8706e9 	46703.           	655.25	1   	0.                
   lr(9) =       	1.8713e9 	42020.           	481.53	1   	0.                
   lr(10) =      	1.7915e9 	9784.1           	991.14	1   	0.                
/                
