Cavity #22       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0641e9 	493.71            	1.2533e7	1   	0.                
   lr(2) =       	3.0641e9 	484.81000000000006	2.9548e6	1   	0.                
   lr(3) =       	3.0673e9 	1591.3            	307720. 	1   	0.                
   lr(4) =       	2.5475e9 	74935.            	5106.9  	1   	0.                
   lr(5) =       	1.7032e9 	50622.99999999999 	1546.1  	1   	0.                
   lr(6) =       	1.7361e9 	41550.            	1868.   	1   	0.                
   lr(7) =       	1.8701e9 	42295.99999999999 	1405.6  	1   	0.                
   lr(8) =       	1.8713e9 	44414.            	945.15  	1   	0.                
   lr(9) =       	1.8552e9 	26429.999999999996	1418.   	1   	0.                
   lr(10) =      	1.872e9  	36875.            	549.22  	1   	0.                
/                
