Lattice   = `/home/shanksj/CesrTA/lat/cta_2085mev_xr20m_20091205_quad_ma10pct.lat_and_layout'
 File_name = `tunescan.in'
data_date = ` 2010-03-10 15:46:12'
 Return
 
!  Q_x0 = 0.500  Q_y0 = 0.500  Q_x1 = 0.660  Q_y1 = 0.660  Q_z = 0.000
 
!   Q_x       Q_y       Q_z      x_end       y_end      amp_x_max   amp_y_max   Turns   
   0.51600   0.60600  -0.06590 -0.1099E-02  0.3934E-02    0.1498E+01  0.1051E+01      1001
   0.51600   0.60800  -0.06590 -0.3910E-03  0.4842E-02    0.1498E+01  0.1059E+01      1001
   0.51600   0.61000  -0.06590 -0.1934E-02  0.2866E-02    0.1497E+01  0.1044E+01      1001
   0.51600   0.61200  -0.06590 -0.2493E-02  0.2572E-02    0.1494E+01  0.1042E+01      1001
   0.51600   0.61400  -0.06590 -0.2201E-02  0.2751E-02    0.1489E+01  0.1036E+01      1001
   0.51600   0.61600  -0.06590 -0.2023E-02  0.4263E-02    0.1500E+01  0.1108E+01      1001
   0.51600   0.61800  -0.06590 -0.1255E-02  0.4850E-02    0.1484E+01  0.1055E+01      1001
   0.51600   0.62000  -0.06590 -0.1371E-02  0.4820E-02    0.1470E+01  0.1054E+01      1001
   0.51600   0.62200  -0.06590 -0.1571E-02  0.4823E-02    0.1471E+01  0.1053E+01      1001
   0.51600   0.62400  -0.06590 -0.1286E-02  0.4196E-02    0.1471E+01  0.1059E+01      1001
   0.51600   0.62600  -0.06590 -0.1874E-02  0.4801E-02    0.1472E+01  0.1055E+01      1001
   0.51600   0.62800  -0.06590 -0.1910E-02  0.4715E-02    0.1478E+01  0.1051E+01      1001
   0.51600   0.63000  -0.06590 -0.2023E-02  0.4528E-02    0.1493E+01  0.1051E+01      1001
   0.51600   0.63200  -0.06590 -0.2111E-02  0.4679E-02    0.1493E+01  0.1043E+01      1001
   0.51600   0.63400  -0.06590 -0.2583E-02  0.4734E-02    0.1480E+01  0.1052E+01      1001
   0.51600   0.63600  -0.06590 -0.2469E-02  0.4423E-02    0.1477E+01  0.1055E+01      1001
   0.51600   0.63800  -0.06590 -0.2597E-02  0.3318E-02    0.1487E+01  0.1056E+01      1001
   0.51600   0.64000  -0.06590 -0.4342E-02 -0.1266E-02    0.1469E+01  0.1044E+01      1001
   0.51600   0.64200  -0.06590 -0.2829E-02  0.3967E-02    0.1467E+01  0.1054E+01      1001
   0.51600   0.64400  -0.06590 -0.2926E-02  0.3694E-02    0.1474E+01  0.1059E+01      1001
   0.51600   0.64600  -0.06590 -0.3058E-02  0.3442E-02    0.1480E+01  0.1057E+01      1001
   0.51600   0.64800  -0.06590 -0.3209E-02  0.3376E-02    0.1485E+01  0.1055E+01      1001
   0.51600   0.65000  -0.06590 -0.3636E-02  0.7624E-03    0.1488E+01  0.1068E+01      1001
   0.51600   0.65200  -0.06590 -0.3502E-02  0.2632E-02    0.1490E+01  0.1058E+01      1001
   0.51600   0.65400  -0.06590 -0.3758E-02  0.2335E-02    0.1489E+01  0.1062E+01      1001
   0.51600   0.65600  -0.06590 -0.3637E-02  0.8140E-03    0.1487E+01  0.1069E+01      1001
   0.51600   0.65800  -0.06590 -0.3738E-02  0.5356E-03    0.1482E+01  0.1074E+01      1001
   0.51600   0.66000  -0.06590 -0.4427E-02 -0.3650E-02    0.1505E+01  0.1089E+01      1001
   0.51800   0.50800  -0.06590  0.3467E-02  0.2207E-02    0.1424E+01  0.1220E+01        11
   0.51800   0.51000  -0.06590  0.3430E-02  0.1832E-02    0.1422E+01  0.1260E+01        11
   0.51800   0.51200  -0.06590 -0.4856E-02 -0.2097E-02    0.1535E+01  0.1422E+01        12
   0.51800   0.51400  -0.06590 -0.4828E-02 -0.1623E-02    0.1528E+01  0.1443E+01        12
   0.51800   0.51600  -0.06590  0.3087E-02  0.6323E-02    0.1570E+01  0.1697E+01        22
   0.51800   0.52000  -0.06590  0.3254E-02  0.5049E-02    0.1438E+01  0.1752E+01        22
   0.51800   0.52200  -0.06590  0.3227E-02  0.4298E-02    0.1450E+01  0.1699E+01        22
   0.51800   0.52400  -0.06590  0.3267E-02  0.3533E-02    0.1445E+01  0.1631E+01        22
   0.51800   0.52600  -0.06590  0.3564E-02  0.2733E-03    0.1438E+01  0.1655E+01        24
   0.51800   0.52800  -0.06590 -0.5723E-02  0.5634E-04    0.1431E+01  0.1654E+01       450
   0.51800   0.53000  -0.06590 -0.5817E-02  0.1012E-02    0.1489E+01  0.1449E+01      1001
   0.51800   0.53200  -0.06590  0.4897E-02 -0.3821E-04    0.1461E+01  0.1297E+01      1001
   0.51800   0.53400  -0.06590  0.6410E-03  0.1255E-02    0.1494E+01  0.1180E+01      1001
   0.51800   0.53600  -0.06590 -0.4277E-02 -0.2202E-03    0.1542E+01  0.1152E+01      1001
   0.51800   0.53800  -0.06590 -0.3288E-02 -0.2919E-02    0.1542E+01  0.1117E+01      1001
   0.51800   0.54000  -0.06590 -0.2523E-02 -0.2965E-02    0.1558E+01  0.1113E+01      1001
   0.51800   0.54200  -0.06590 -0.3091E-02 -0.3629E-02    0.1589E+01  0.1194E+01      1001
   0.51800   0.54400  -0.06590 -0.5387E-02 -0.1547E-02    0.1598E+01  0.1326E+01      1001
   0.51800   0.54600  -0.06590  0.4260E-02  0.1439E-02    0.1530E+01  0.1299E+01      1001
   0.51800   0.54800  -0.06590 -0.4890E-02  0.3604E-02    0.1528E+01  0.1157E+01      1001
   0.51800   0.55000  -0.06590  0.5707E-02 -0.1962E-02    0.1666E+01  0.1063E+01      1001
   0.51800   0.55200  -0.06590  0.5781E-03 -0.3645E-02    0.1576E+01  0.1067E+01      1001
   0.51800   0.55400  -0.06590  0.4424E-03 -0.3724E-02    0.1563E+01  0.1044E+01      1001
   0.51800   0.55600  -0.06590  0.5681E-02  0.3832E-03    0.1667E+01  0.1041E+01      1001
   0.51800   0.55800  -0.06590 -0.1273E-02 -0.1158E-02    0.1547E+01  0.1063E+01      1001
   0.51800   0.56000  -0.06590 -0.2584E-02  0.2426E-02    0.1547E+01  0.1442E+01      1001
   0.51800   0.56200  -0.06590 -0.5274E-02  0.2939E-02    0.1555E+01  0.1274E+01      1001
   0.51800   0.56400  -0.06590 -0.5066E-02 -0.1055E-02    0.1563E+01  0.1172E+01      1001
   0.51800   0.56600  -0.06590 -0.3698E-02 -0.4330E-02    0.1561E+01  0.1133E+01      1001
   0.51800   0.56800  -0.06590 -0.4572E-02 -0.4306E-02    0.1546E+01  0.1118E+01      1001
   0.51800   0.57000  -0.06590 -0.3714E-02 -0.4186E-02    0.1544E+01  0.1106E+01      1001
   0.51800   0.57200  -0.06590 -0.3450E-02 -0.4216E-02    0.1543E+01  0.1084E+01      1001
   0.51800   0.57400  -0.06590 -0.2968E-02 -0.4370E-02    0.1528E+01  0.1103E+01      1001
   0.51800   0.57600  -0.06590 -0.3186E-02 -0.3870E-02    0.1545E+01  0.1079E+01      1001
   0.51800   0.57800  -0.06590 -0.2864E-02 -0.3955E-02    0.1546E+01  0.1071E+01      1001
   0.51800   0.58000  -0.06590 -0.1152E-02 -0.2472E-02    0.1551E+01  0.1071E+01      1001
   0.51800   0.58200  -0.06590 -0.3666E-02 -0.3695E-02    0.1536E+01  0.1073E+01      1001
   0.51800   0.58400  -0.06590 -0.2965E-02 -0.4434E-02    0.1549E+01  0.1069E+01      1001
   0.51800   0.58600  -0.06590 -0.2833E-02 -0.4367E-02    0.1536E+01  0.1073E+01      1001
   0.51800   0.58800  -0.06590 -0.2675E-02 -0.4313E-02    0.1544E+01  0.1065E+01      1001
   0.51800   0.59000  -0.06590 -0.2618E-02 -0.4049E-02    0.1548E+01  0.1068E+01      1001
   0.51800   0.59200  -0.06590 -0.2846E-02 -0.2783E-02    0.1540E+01  0.1066E+01      1001
   0.51800   0.59400  -0.06590  0.4204E-03  0.2603E-02    0.1546E+01  0.1064E+01      1001
   0.51800   0.59600  -0.06590 -0.1988E-02 -0.4453E-02    0.1547E+01  0.1056E+01      1001
   0.51800   0.59800  -0.06590 -0.1917E-02 -0.4327E-02    0.1543E+01  0.1062E+01      1001
   0.51800   0.60000  -0.06590 -0.2350E-02 -0.3116E-02    0.1521E+01  0.1056E+01      1001
   0.51800   0.60200  -0.06590 -0.1915E-02 -0.3365E-02    0.1543E+01  0.1058E+01      1001
   0.51800   0.60400  -0.06590 -0.1816E-02 -0.3146E-02    0.1542E+01  0.1050E+01      1001
   0.51800   0.60600  -0.06590 -0.1661E-02 -0.2223E-02    0.1543E+01  0.1052E+01      1001
   0.51800   0.60800  -0.06590 -0.2213E-02 -0.1781E-02    0.1536E+01  0.1057E+01      1001
   0.51800   0.61000  -0.06590 -0.9749E-03 -0.3995E-02    0.1530E+01  0.1044E+01      1001
   0.51800   0.61200  -0.06590 -0.1090E-02 -0.3371E-02    0.1538E+01  0.1041E+01      1001
   0.51800   0.61400  -0.06590 -0.8153E-03 -0.4169E-02    0.1531E+01  0.1042E+01      1001
   0.51800   0.61600  -0.06590 -0.1973E-02  0.4447E-02    0.1559E+01  0.1097E+01      1001
   0.51800   0.61800  -0.06590 -0.1364E-02  0.8854E-03    0.1533E+01  0.1070E+01      1001
   0.51800   0.62000  -0.06590 -0.4680E-03  0.3002E-04    0.1551E+01  0.1060E+01      1001
   0.51800   0.62200  -0.06590 -0.1587E-02  0.5836E-03    0.1539E+01  0.1058E+01      1001
   0.51800   0.62400  -0.06590 -0.1422E-02  0.1278E-02    0.1546E+01  0.1057E+01      1001
   0.51800   0.62600  -0.06590 -0.1024E-02  0.2556E-03    0.1523E+01  0.1058E+01      1001
   0.51800   0.62800  -0.06590 -0.1188E-02  0.1741E-02    0.1545E+01  0.1062E+01      1001
   0.51800   0.63000  -0.06590 -0.1075E-02  0.2373E-02    0.1528E+01  0.1066E+01      1001
   0.51800   0.63200  -0.06590 -0.6107E-03 -0.5962E-03    0.1522E+01  0.1053E+01      1001
   0.51800   0.63400  -0.06590 -0.8522E-03  0.2182E-02    0.1524E+01  0.1063E+01      1001
   0.51800   0.63600  -0.06590 -0.7367E-03  0.2785E-02    0.1524E+01  0.1060E+01      1001
   0.51800   0.63800  -0.06590 -0.6046E-03  0.3014E-02    0.1522E+01  0.1066E+01      1001
   0.51800   0.64000  -0.06590  0.4712E-04 -0.4978E-03    0.1515E+01  0.1071E+01      1001
   0.51800   0.64200  -0.06590 -0.4391E-03  0.3571E-02    0.1534E+01  0.1064E+01      1001
   0.51800   0.64400  -0.06590 -0.2666E-03  0.3837E-02    0.1503E+01  0.1063E+01      1001
   0.51800   0.64600  -0.06590 -0.5514E-03  0.4365E-02    0.1537E+01  0.1071E+01      1001
   0.51800   0.64800  -0.06590 -0.4539E-04  0.4562E-02    0.1530E+01  0.1067E+01      1001
   0.51800   0.65000  -0.06590 -0.3020E-03  0.4206E-02    0.1541E+01  0.1073E+01      1001
   0.51800   0.65200  -0.06590  0.2416E-03  0.4573E-02    0.1530E+01  0.1072E+01      1001
   0.51800   0.65400  -0.06590  0.3738E-03  0.4669E-02    0.1540E+01  0.1070E+01      1001
   0.51800   0.65600  -0.06590  0.7390E-03  0.4627E-02    0.1516E+01  0.1075E+01      1001
   0.51800   0.65800  -0.06590  0.2942E-03  0.4436E-02    0.1536E+01  0.1080E+01      1001
   0.51800   0.66000  -0.06590  0.3176E-03  0.3875E-02    0.1526E+01  0.1085E+01      1001
   0.52000   0.50800  -0.06590 -0.4356E-02 -0.3004E-02    0.1535E+01  0.1316E+01        12
   0.52000   0.51000  -0.06590 -0.4348E-02 -0.2611E-02    0.1528E+01  0.1371E+01        12
   0.52000   0.51200  -0.06590 -0.4330E-02 -0.2171E-02    0.1519E+01  0.1411E+01        12
   0.52000   0.51400  -0.06590 -0.4300E-02 -0.1697E-02    0.1511E+01  0.1433E+01        12
   0.52000   0.51600  -0.06590  0.4851E-02  0.6444E-02    0.1566E+01  0.1720E+01        22
   0.52000   0.51800  -0.06590  0.4695E-02  0.5744E-02    0.1631E+01  0.1602E+01        22
   0.52000   0.52200  -0.06590  0.4777E-02  0.4361E-02    0.1406E+01  0.1730E+01        22
   0.52000   0.52400  -0.06590  0.4722E-02  0.3557E-02    0.1421E+01  0.1649E+01        22
   0.52000   0.52600  -0.06590  0.4873E-02  0.2018E-03    0.1418E+01  0.1679E+01        24
   0.52000   0.52800  -0.06590  0.2213E-02  0.1319E-02    0.1607E+01  0.1698E+01       114
   0.52000   0.53000  -0.06590 -0.2623E-02  0.2874E-02    0.1659E+01  0.1638E+01      1001
   0.52000   0.53200  -0.06590  0.4146E-04 -0.1412E-03    0.1776E+01  0.1369E+01      1001
   0.52000   0.53400  -0.06590  0.5585E-02 -0.8168E-03    0.1600E+01  0.1193E+01      1001
   0.52000   0.53600  -0.06590  0.3306E-02 -0.2158E-02    0.1597E+01  0.1135E+01      1001
   0.52000   0.53800  -0.06590  0.7146E-03 -0.2766E-02    0.1582E+01  0.1132E+01      1001
   0.52000   0.54000  -0.06590  0.3345E-02 -0.3924E-02    0.1565E+01  0.1279E+01      1001
   0.52000   0.54200  -0.06590  0.2082E-02 -0.3062E-02    0.1677E+01  0.1249E+01      1001
   0.52000   0.54400  -0.06590  0.2815E-02 -0.2412E-02    0.1582E+01  0.1177E+01      1001
   0.52000   0.54600  -0.06590  0.2875E-02 -0.2975E-02    0.1581E+01  0.1131E+01      1001
   0.52000   0.54800  -0.06590  0.1982E-02  0.1385E-02    0.1568E+01  0.1128E+01      1001
   0.52000   0.55000  -0.06590  0.4029E-02 -0.4517E-02    0.1670E+01  0.1254E+01      1001
   0.52000   0.55200  -0.06590  0.1438E-02  0.1868E-02    0.1653E+01  0.1073E+01      1001
   0.52000   0.55400  -0.06590  0.4946E-03 -0.2154E-03    0.1656E+01  0.1053E+01      1001
   0.52000   0.55600  -0.06590  0.5421E-02 -0.4288E-02    0.1615E+01  0.1058E+01      1001
   0.52000   0.55800  -0.06590  0.5630E-02 -0.4374E-02    0.1603E+01  0.1068E+01      1001
   0.52000   0.56000  -0.06590 -0.5115E-02  0.4054E-02    0.1587E+01  0.1422E+01      1001
   0.52000   0.56200  -0.06590  0.3399E-02 -0.3128E-02    0.1636E+01  0.1265E+01      1001
   0.52000   0.56400  -0.06590  0.2905E-02 -0.2915E-02    0.1575E+01  0.1195E+01      1001
   0.52000   0.56600  -0.06590  0.2808E-02 -0.4381E-02    0.1567E+01  0.1146E+01      1001
   0.52000   0.56800  -0.06590  0.2468E-02 -0.3899E-02    0.1576E+01  0.1116E+01      1001
   0.52000   0.57000  -0.06590  0.2186E-02 -0.3943E-02    0.1586E+01  0.1110E+01      1001
   0.52000   0.57200  -0.06590  0.8841E-03 -0.2877E-02    0.1570E+01  0.1099E+01      1001
   0.52000   0.57400  -0.06590  0.1831E-02 -0.2800E-02    0.1576E+01  0.1093E+01      1001
   0.52000   0.57600  -0.06590  0.1572E-02 -0.3389E-02    0.1568E+01  0.1083E+01      1001
   0.52000   0.57800  -0.06590  0.1979E-03 -0.4134E-02    0.1576E+01  0.1081E+01      1001
   0.52000   0.58000  -0.06590  0.7299E-05 -0.4284E-02    0.1576E+01  0.1073E+01      1001
   0.52000   0.58200  -0.06590  0.2141E-02 -0.4294E-02    0.1576E+01  0.1073E+01      1001
   0.52000   0.58400  -0.06590  0.5106E-03 -0.4545E-02    0.1540E+01  0.1080E+01      1001
   0.52000   0.58600  -0.06590  0.3012E-03 -0.4425E-02    0.1569E+01  0.1078E+01      1001
   0.52000   0.58800  -0.06590  0.9537E-04 -0.4337E-02    0.1564E+01  0.1076E+01      1001
   0.52000   0.59000  -0.06590 -0.2441E-04 -0.4171E-02    0.1564E+01  0.1072E+01      1001
   0.52000   0.59200  -0.06590 -0.4675E-04 -0.3394E-02    0.1575E+01  0.1065E+01      1001
   0.52000   0.59400  -0.06590  0.3437E-03 -0.7234E-03    0.1564E+01  0.1067E+01      1001
   0.52000   0.59600  -0.06590  0.3579E-03 -0.4549E-02    0.1559E+01  0.1062E+01      1001
   0.52000   0.59800  -0.06590  0.2346E-03 -0.4454E-02    0.1577E+01  0.1067E+01      1001
   0.52000   0.60000  -0.06590 -0.1296E-03 -0.3269E-02    0.1567E+01  0.1056E+01      1001
   0.52000   0.60200  -0.06590 -0.5239E-05 -0.3122E-02    0.1563E+01  0.1054E+01      1001
   0.52000   0.60400  -0.06590 -0.1477E-03 -0.1659E-02    0.1577E+01  0.1063E+01      1001
   0.52000   0.60600  -0.06590  0.5579E-03 -0.3177E-02    0.1570E+01  0.1053E+01      1001
   0.52000   0.60800  -0.06590 -0.1288E-03 -0.2122E-02    0.1570E+01  0.1057E+01      1001
   0.52000   0.61000  -0.06590  0.5193E-02  0.2897E-02    0.1589E+01  0.1054E+01      1001
   0.52000   0.61200  -0.06590  0.6072E-02 -0.4788E-02    0.1567E+01  0.1052E+01      1001
