Cavity #87       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5514e9 	43301.            	6473.1	1   	0.                
   lr(2) =       	1.8893e9 	2276.7999999999997	39506.	1   	0.                
   lr(3) =       	1.8893e9 	2256.6            	39573.	1   	0.                
   lr(4) =       	1.7107e9 	44711.            	1215.8	1   	0.                
   lr(5) =       	1.7364e9 	38963.            	1374.1	1   	0.                
   lr(6) =       	1.6119e9 	2638.             	17836.	1   	0.                
   lr(7) =       	1.8711e9 	26286.            	1724.7	1   	0.                
   lr(8) =       	1.8568e9 	24472.            	1627.1	1   	0.                
   lr(9) =       	1.8581e9 	24521.            	1052.8	1   	0.                
   lr(10) =      	1.7937e9 	16555.            	900.37	1   	0.                
/                
