Cavity #129      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5426e9 	54817.            	9599.7	1   	0.                
   lr(2) =       	1.8906e9 	4561.2            	43632.	1   	0.                
   lr(3) =       	2.5429e9 	55671.            	4271.3	1   	0.                
   lr(4) =       	1.7173e9 	48394.00000000001 	1760.3	1   	0.                
   lr(5) =       	1.6827e9 	20772.            	3322.1	1   	0.                
   lr(6) =       	1.8713e9 	39926.            	1773.1	1   	0.                
   lr(7) =       	1.8712e9 	37862.            	1618.2	1   	0.                
   lr(8) =       	1.7425e9 	36151.            	1094.8	1   	0.                
   lr(9) =       	1.856e9  	28567.999999999996	994.19	1   	0.                
   lr(10) =      	1.8694e9 	40852.00000000001 	630.5 	1   	0.                
/                
