Cavity #200      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0639e9 	690.95    	1.4272e7	1   	0.                
   lr(2) =       	3.0639e9 	697.22    	8.6578e6	1   	0.                
   lr(3) =       	1.8934e9 	2443.7    	237910. 	1   	0.                
   lr(4) =       	1.8934e9 	2444.1    	237730. 	1   	0.                
   lr(5) =       	2.5562e9 	74765.    	7336.6  	1   	0.                
   lr(6) =       	1.8721e9 	39655.    	2866.5  	1   	0.                
   lr(7) =       	1.7116e9 	50045.    	1534.   	1   	0.                
   lr(8) =       	1.8717e9 	36377.    	2099.3  	1   	0.                
   lr(9) =       	1.7497e9 	41240.    	1329.6  	1   	0.                
   lr(10) =      	1.8599e9 	26046.    	1899.9  	1   	0.                
/                
