Cavity #138      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0576e9 	713.79    	3.1066e6	1   	0.                
   lr(2) =       	3.3605e9 	1026.3    	943910. 	1   	0.                
   lr(3) =       	2.5616e9 	56975.    	5756.9  	1   	0.                
   lr(4) =       	1.869e9  	31168.    	3199.4  	1   	0.                
   lr(5) =       	1.7368e9 	41581.    	1912.9  	1   	0.                
   lr(6) =       	1.7068e9 	48233.    	1242.8  	1   	0.                
   lr(7) =       	1.8584e9 	23372.    	2202.7  	1   	0.                
   lr(8) =       	1.8692e9 	35513.    	1428.1  	1   	0.                
   lr(9) =       	2.5521e9 	21012.    	2447.   	1   	0.                
   lr(10) =      	1.7892e9 	13944.    	1266.8  	1   	0.                
/                
