Cavity #93       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.088e9  	2448.7            	942820.	1   	0.                
   lr(2) =       	1.894e9  	1750.1            	133250.	1   	0.                
   lr(3) =       	1.8712e9 	40213.            	2825.4 	1   	0.                
   lr(4) =       	2.5468e9 	57241.            	2516.7 	1   	0.                
   lr(5) =       	1.7039e9 	50265.00000000001 	1601.9 	1   	0.                
   lr(6) =       	1.8707e9 	36747.            	2072.6 	1   	0.                
   lr(7) =       	1.7405e9 	36790.            	1348.  	1   	0.                
   lr(8) =       	1.8715e9 	43336.            	1178.3 	1   	0.                
   lr(9) =       	1.852e9  	25402.            	1401.4 	1   	0.                
   lr(10) =      	1.8807e9 	12186.999999999998	2923.8 	1   	0.                
/                
