Cavity #91       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.562e9  	72608.    	22668.	1   	0.                
   lr(2) =       	1.8737e9 	38930.    	2038.3	1   	0.                
   lr(3) =       	1.7396e9 	50994.    	1386.1	1   	0.                
   lr(4) =       	1.859e9  	27657.    	1543.8	1   	0.                
   lr(5) =       	1.7101e9 	42913.    	899.83	1   	0.                
   lr(6) =       	1.8835e9 	9813.1    	4207.4	1   	0.                
   lr(7) =       	1.8725e9 	41479.    	973.26	1   	0.                
   lr(8) =       	2.5505e9 	9544.6    	4347. 	1   	0.                
   lr(9) =       	1.8836e9 	8616.2    	2522.7	1   	0.                
   lr(10) =      	1.6934e9 	11618.    	667.69	1   	0.                
/                
