Cavity #1        
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.6011e9 	969.0400000000001 	213530.	1   	0.                
   lr(2) =       	1.7365e9 	51181.            	2326.6 	1   	0.                
   lr(3) =       	1.7068e9 	45637.            	1510.1 	1   	0.                
   lr(4) =       	1.8562e9 	26095.            	1797.3 	1   	0.                
   lr(5) =       	1.8724e9 	27785.000000000004	1668.5 	1   	0.                
   lr(6) =       	1.8727e9 	25648.            	1552.2 	1   	0.                
   lr(7) =       	2.5357e9 	10066.            	4786.3 	1   	0.                
   lr(8) =       	2.5573e9 	5698.400000000001 	6808.5 	1   	0.                
   lr(9) =       	1.8743e9 	19657.            	511.89 	1   	0.                
   lr(10) =      	1.8815e9 	16134.            	625.17 	1   	0.                
/                
