Cavity #83       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.8933e9 	1841.7            	681960.	1   	0.                
   lr(2) =       	1.8933e9 	1877.6999999999998	542930.	1   	0.                
   lr(3) =       	1.8933e9 	1864.5            	525350.	1   	0.                
   lr(4) =       	1.8794e9 	18213.            	10461. 	1   	0.                
   lr(5) =       	1.8683e9 	40816.            	2871.7 	1   	0.                
   lr(6) =       	2.5449e9 	46792.            	2414.  	1   	0.                
   lr(7) =       	1.852e9  	23464.999999999996	3162.4 	1   	0.                
   lr(8) =       	1.8796e9 	18362.            	3933.4 	1   	0.                
   lr(9) =       	1.7114e9 	49793.            	1164.4 	1   	0.                
   lr(10) =      	1.7443e9 	27618.999999999996	1243.6 	1   	0.                
/                
