Cavity #186      
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5442e9 	48095.    	3605.3	1   	0.                
   lr(2) =       	2.544e9  	41799.    	3849.9	1   	0.                
   lr(3) =       	5.6135e9 	3449.1    	96590.	1   	0.                
   lr(4) =       	1.7077e9 	48620.    	1529.4	1   	0.                
   lr(5) =       	1.736e9  	40997.    	1360. 	1   	0.                
   lr(6) =       	1.8747e9 	35898.    	1492.7	1   	0.                
   lr(7) =       	1.8584e9 	29582.    	1766.9	1   	0.                
   lr(8) =       	1.8756e9 	33589.    	1438.7	1   	0.                
   lr(9) =       	1.8741e9 	34852.    	1368.8	1   	0.                
   lr(10) =      	1.6773e9 	13787.    	929.32	1   	0.                
/                
