Cavity #15       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5714e9 	50596.           	11388.	1   	0.                
   lr(2) =       	1.7033e9 	53153.           	2059.9	1   	0.                
   lr(3) =       	1.7358e9 	49067.99999999999	1627.5	1   	0.                
   lr(4) =       	1.868e9  	27763.           	2287.1	1   	0.                
   lr(5) =       	1.8677e9 	28277.           	2109.6	1   	0.                
   lr(6) =       	1.8687e9 	28017.           	1901.9	1   	0.                
   lr(7) =       	1.8786e9 	3346.6           	13494.	1   	0.                
   lr(8) =       	2.5481e9 	15972.           	2382.2	1   	0.                
   lr(9) =       	1.8571e9 	21300.           	1268.8	1   	0.                
   lr(10) =      	1.6719e9 	9607.5           	1086.5	1   	0.                
/                
