Cavity #111      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5554e9 	67347.            	18887.  	1   	0.                
   lr(2) =       	6.8822e9 	1417.4999999999998	2.4051e6	1   	0.                
   lr(3) =       	1.7389e9 	50045.            	2130.3  	1   	0.                
   lr(4) =       	1.7086e9 	43437.            	1359.2  	1   	0.                
   lr(5) =       	1.8743e9 	39567.            	1507.2  	1   	0.                
   lr(6) =       	1.8737e9 	36784.            	1366.7  	1   	0.                
   lr(7) =       	2.5427e9 	7458.099999999999 	7754.3  	1   	0.                
   lr(8) =       	1.883e9  	11299.999999999998	2976.7  	1   	0.                
   lr(9) =       	1.8587e9 	22540.            	1228.9  	1   	0.                
   lr(10) =      	1.8831e9 	14111.            	1270.2  	1   	0.                
/                
