Cavity #143      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.5984e9 	376.97            	8.9342e6	1   	0.                
   lr(2) =       	3.0857e9 	1475.7            	717080. 	1   	0.                
   lr(3) =       	1.8736e9 	22129.            	7528.3  	1   	0.                
   lr(4) =       	2.5623e9 	28894.000000000004	4695.7  	1   	0.                
   lr(5) =       	1.8818e9 	6334.7            	12916.  	1   	0.                
   lr(6) =       	1.7434e9 	48057.            	1571.6  	1   	0.                
   lr(7) =       	1.8618e9 	31650.999999999996	2441.3  	1   	0.                
   lr(8) =       	1.7167e9 	47520.            	1496.4  	1   	0.                
   lr(9) =       	1.8737e9 	25101.            	2152.4  	1   	0.                
   lr(10) =      	1.8614e9 	30047.            	1639.3  	1   	0.                
/                
