Cavity #46       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0563e9 	668.33    	6.4981e6	1   	0.                
   lr(2) =       	3.0563e9 	670.24    	5.2716e6	1   	0.                
   lr(3) =       	3.0584e9 	474.3     	5.6206e6	1   	0.                
   lr(4) =       	1.8703e9 	38826.    	2666.7  	1   	0.                
   lr(5) =       	1.8707e9 	40273.    	2538.9  	1   	0.                
   lr(6) =       	2.5481e9 	61266.    	1897.1  	1   	0.                
   lr(7) =       	1.8534e9 	30710.    	1971.3  	1   	0.                
   lr(8) =       	1.7417e9 	35633.    	1454.   	1   	0.                
   lr(9) =       	1.8819e9 	8737.4    	5798.5  	1   	0.                
   lr(10) =      	1.705e9  	41063.    	953.26  	1   	0.                
/                
