Cavity #154      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0618e9 	804.8199999999999	2.3935e6	1   	0.                
   lr(2) =       	1.6008e9 	1472.4           	239610. 	1   	0.                
   lr(3) =       	2.564e9  	20801.           	7651.7  	1   	0.                
   lr(4) =       	2.5642e9 	26292.           	5886.3  	1   	0.                
   lr(5) =       	1.744e9  	50091.           	1906.6  	1   	0.                
   lr(6) =       	1.7067e9 	50130.           	1826.6  	1   	0.                
   lr(7) =       	1.8754e9 	34755.           	903.17  	1   	0.                
   lr(8) =       	1.8743e9 	34212.           	842.07  	1   	0.                
   lr(9) =       	1.8636e9 	24422.           	859.04  	1   	0.                
   lr(10) =      	1.8776e9 	19906.           	564.36  	1   	0.                
/                
