Cavity #185      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0777e9 	1391.4           	2.0351e6	1   	0.                
   lr(2) =       	1.6013e9 	783.9300000000001	649570. 	1   	0.                
   lr(3) =       	2.5602e9 	74079.           	6671.5  	1   	0.                
   lr(4) =       	1.7115e9 	47095.           	1550.2  	1   	0.                
   lr(5) =       	1.7364e9 	43368.           	1341.7  	1   	0.                
   lr(6) =       	1.8707e9 	36445.           	1488.7  	1   	0.                
   lr(7) =       	1.8711e9 	38584.           	1359.7  	1   	0.                
   lr(8) =       	1.8692e9 	30397.           	813.47  	1   	0.                
   lr(9) =       	1.681e9  	11873.           	1846.1  	1   	0.                
   lr(10) =      	1.8549e9 	25352.           	888.4   	1   	0.                
/                
