Cavity #196      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.5772e9 	3324.9           	444780.	1   	0.                
   lr(2) =       	5.5772e9 	3417.5           	269490.	1   	0.                
   lr(3) =       	2.5531e9 	33767.           	6305.6 	1   	0.                
   lr(4) =       	2.5534e9 	37945.           	5320.2 	1   	0.                
   lr(5) =       	1.7002e9 	48673.           	2067.4 	1   	0.                
   lr(6) =       	1.7405e9 	55256.99999999999	1498.1 	1   	0.                
   lr(7) =       	1.8708e9 	35854.           	1927.1 	1   	0.                
   lr(8) =       	1.87e9   	36730.           	1430.3 	1   	0.                
   lr(9) =       	1.8839e9 	10611.           	3404.6 	1   	0.                
   lr(10) =      	1.8693e9 	28454.           	617.74 	1   	0.                
/                
