Cavity #125      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.565e9  	54983.00000000001	53946.	1   	0.                
   lr(2) =       	1.8675e9 	31591.           	3348.7	1   	0.                
   lr(3) =       	1.7012e9 	50317.99999999999	1511.6	1   	0.                
   lr(4) =       	1.7394e9 	49147.99999999999	1567. 	1   	0.                
   lr(5) =       	1.7398e9 	45881.99999999999	959.34	1   	0.                
   lr(6) =       	1.8679e9 	34682.           	1270.8	1   	0.                
   lr(7) =       	1.8523e9 	25152.           	1593.6	1   	0.                
   lr(8) =       	1.8809e9 	5331.8           	6676.8	1   	0.                
   lr(9) =       	1.8683e9 	32712.           	956.55	1   	0.                
   lr(10) =      	1.881e9  	4980.4           	5955.8	1   	0.                
/                
