Cavity #39       
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0665e9 	2580.5    	126110.	1   	0.                
   lr(2) =       	2.5505e9 	35838.    	5292.1 	1   	0.                
   lr(3) =       	2.5525e9 	71162.    	2372.8 	1   	0.                
   lr(4) =       	1.6092e9 	1187.8    	88249. 	1   	0.                
   lr(5) =       	1.8711e9 	35156.    	2570.1 	1   	0.                
   lr(6) =       	1.7346e9 	41918.    	1600.  	1   	0.                
   lr(7) =       	1.8708e9 	33682.    	1922.8 	1   	0.                
   lr(8) =       	1.7004e9 	42099.    	1173.7 	1   	0.                
   lr(9) =       	1.8539e9 	26814.    	1700.8 	1   	0.                
   lr(10) =      	1.8718e9 	39788.    	679.92 	1   	0.                
/                
