Cavity #117      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.064e9  	631.      	1.244e6	1   	0.                
   lr(2) =       	1.604e9  	430.57    	742970.	1   	0.                
   lr(3) =       	1.8719e9 	34687.    	3620.3 	1   	0.                
   lr(4) =       	1.7391e9 	51965.    	1774.6 	1   	0.                
   lr(5) =       	1.8558e9 	26383.    	1869.5 	1   	0.                
   lr(6) =       	1.7102e9 	40694.    	976.68 	1   	0.                
   lr(7) =       	2.547e9  	11883.    	4952.4 	1   	0.                
   lr(8) =       	1.8724e9 	29964.    	1047.  	1   	0.                
   lr(9) =       	1.8813e9 	9067.9    	2452.6 	1   	0.                
   lr(10) =      	2.5301e9 	17198.    	1720.6 	1   	0.                
/                
