Cavity #17       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.5999e9 	838.61            	2.0235e6	1   	0.                
   lr(2) =       	2.5484e9 	35634.            	5862.1  	1   	0.                
   lr(3) =       	1.6249e9 	3330.2            	37250.  	1   	0.                
   lr(4) =       	1.741e9  	48349.            	2409.2  	1   	0.                
   lr(5) =       	1.7021e9 	46327.            	1356.   	1   	0.                
   lr(6) =       	1.8623e9 	24152.999999999996	2468.9  	1   	0.                
   lr(7) =       	1.8735e9 	38113.            	1482.5  	1   	0.                
   lr(8) =       	1.8745e9 	40677.            	828.48  	1   	0.                
   lr(9) =       	1.7921e9 	11668.            	1570.9  	1   	0.                
   lr(10) =      	1.8754e9 	27354.            	335.11  	1   	0.                
/                
