Cavity #164      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0679e9 	949.36           	578780.	1   	0.                
   lr(2) =       	1.8714e9 	45867.00000000001	1849.4 	1   	0.                
   lr(3) =       	3.0721e9 	3318.4           	41950. 	1   	0.                
   lr(4) =       	2.5492e9 	64791.           	1674.5 	1   	0.                
   lr(5) =       	1.7105e9 	48347.           	1263.2 	1   	0.                
   lr(6) =       	2.5424e9 	30640.           	2812.  	1   	0.                
   lr(7) =       	1.7424e9 	36093.           	1629.8 	1   	0.                
   lr(8) =       	1.8576e9 	27151.           	2007.6 	1   	0.                
   lr(9) =       	1.8715e9 	39168.           	862.6  	1   	0.                
   lr(10) =      	1.8729e9 	45009.           	342.34 	1   	0.                
/                
