Cavity #128      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5635e9 	65174.            	30816.	1   	0.                
   lr(2) =       	3.0794e9 	2416.5            	97256.	1   	0.                
   lr(3) =       	1.8746e9 	41417.            	2089.5	1   	0.                
   lr(4) =       	1.7399e9 	49645.            	1450.3	1   	0.                
   lr(5) =       	1.7138e9 	45287.            	1344.6	1   	0.                
   lr(6) =       	1.8749e9 	39244.            	1426.9	1   	0.                
   lr(7) =       	1.8735e9 	41632.99999999999 	1119.4	1   	0.                
   lr(8) =       	1.8855e9 	11500.999999999998	3435.1	1   	0.                
   lr(9) =       	2.5326e9 	20226.            	2028. 	1   	0.                
   lr(10) =      	1.8565e9 	25228.            	894.06	1   	0.                
/                
