Cavity #170      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.3657e9 	1116.1    	1.9926e6	1   	0.                
   lr(2) =       	2.5616e9 	62619.    	12736.  	1   	0.                
   lr(3) =       	3.0828e9 	3752.2    	81372.  	1   	0.                
   lr(4) =       	1.7076e9 	52724.    	1563.7  	1   	0.                
   lr(5) =       	1.7418e9 	39394.    	2048.   	1   	0.                
   lr(6) =       	1.8716e9 	32555.    	1959.3  	1   	0.                
   lr(7) =       	1.8573e9 	22519.    	1143.7  	1   	0.                
   lr(8) =       	2.5527e9 	17236.    	2044.8  	1   	0.                
   lr(9) =       	1.8703e9 	25764.    	887.11  	1   	0.                
   lr(10) =      	1.7926e9 	13775.    	663.02  	1   	0.                
/                
