Cavity #55       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.7134e9 	57011.    	2113. 	1   	0.                
   lr(2) =       	1.7489e9 	41832.    	1775.2	1   	0.                
   lr(3) =       	1.8735e9 	34469.    	1970.5	1   	0.                
   lr(4) =       	1.8726e9 	31487.    	1290.5	1   	0.                
   lr(5) =       	2.5552e9 	12541.    	4097.5	1   	0.                
   lr(6) =       	1.8608e9 	22376.    	1495.7	1   	0.                
   lr(7) =       	1.8738e9 	39245.    	789.85	1   	0.                
   lr(8) =       	4.6818e9 	9467.3    	7986.8	1   	0.                
   lr(9) =       	2.5376e9 	13648.    	1490.5	1   	0.                
   lr(10) =      	1.8809e9 	8694.9    	1478.9	1   	0.                
/                
