Cavity #152      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5456e9 	75341.    	12150. 	1   	0.                
   lr(2) =       	3.0624e9 	2107.4    	365700.	1   	0.                
   lr(3) =       	2.5455e9 	68576.    	5720.6 	1   	0.                
   lr(4) =       	1.7061e9 	50255.    	1667.5 	1   	0.                
   lr(5) =       	1.8703e9 	42240.    	1211.8 	1   	0.                
   lr(6) =       	1.7341e9 	34539.    	1371.5 	1   	0.                
   lr(7) =       	1.8705e9 	42400.    	1108.3 	1   	0.                
   lr(8) =       	1.6772e9 	14622.    	2116.2 	1   	0.                
   lr(9) =       	1.8508e9 	28717.    	1119.2 	1   	0.                
   lr(10) =      	1.8678e9 	42153.    	513.98 	1   	0.                
/                
