Cavity #204      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0782e9 	3729.     	2.9193e6	1   	0.                
   lr(2) =       	1.8884e9 	2149.3    	137430. 	1   	0.                
   lr(3) =       	1.7054e9 	56567.    	2216.7  	1   	0.                
   lr(4) =       	1.8579e9 	30895.    	3182.7  	1   	0.                
   lr(5) =       	1.876e9  	33376.    	2605.4  	1   	0.                
   lr(6) =       	1.7457e9 	36585.    	2062.1  	1   	0.                
   lr(7) =       	2.5618e9 	44136.    	1915.   	1   	0.                
   lr(8) =       	1.8754e9 	35752.    	1602.2  	1   	0.                
   lr(9) =       	2.559e9  	26204.    	2509.3  	1   	0.                
   lr(10) =      	1.8765e9 	27129.    	1430.7  	1   	0.                
/                
