Cavity #73       
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5529e9 	57180.           	25617.	1   	0.                
   lr(2) =       	1.8855e9 	12157.           	8219. 	1   	0.                
   lr(3) =       	1.7044e9 	46243.           	1505.6	1   	0.                
   lr(4) =       	1.8694e9 	39899.           	1796.1	1   	0.                
   lr(5) =       	1.8701e9 	41603.           	1655.7	1   	0.                
   lr(6) =       	4.6914e9 	9973.4           	17157.	1   	0.                
   lr(7) =       	1.8707e9 	42537.           	1454.4	1   	0.                
   lr(8) =       	1.7361e9 	40580.99999999999	1242.8	1   	0.                
   lr(9) =       	2.5252e9 	20397.           	1308.8	1   	0.                
   lr(10) =      	2.5295e9 	32779.           	551.41	1   	0.                
/                
