Cavity #137      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.5505e9 	2263.1           	1.1786e6	1   	0.                
   lr(2) =       	5.5505e9 	2277.4           	970790. 	1   	0.                
   lr(3) =       	1.7025e9 	51062.           	1781.5  	1   	0.                
   lr(4) =       	1.8683e9 	40288.00000000001	2035.2  	1   	0.                
   lr(5) =       	1.8679e9 	39265.           	2076.   	1   	0.                
   lr(6) =       	2.5512e9 	49093.           	1914.6  	1   	0.                
   lr(7) =       	1.8509e9 	27551.           	2045.1  	1   	0.                
   lr(8) =       	2.5511e9 	41230.           	1804.4  	1   	0.                
   lr(9) =       	1.7361e9 	30256.           	1303.4  	1   	0.                
   lr(10) =      	1.8691e9 	35470.           	822.5   	1   	0.                
/                
