Cavity #32       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0818e9 	2852.1000000000004	343910.	1   	0.                
   lr(2) =       	3.0654e9 	2396.             	365150.	1   	0.                
   lr(3) =       	2.5581e9 	68252.            	9265.8 	1   	0.                
   lr(4) =       	1.8704e9 	42213.            	1896.8 	1   	0.                
   lr(5) =       	1.746e9  	41072.            	1692.  	1   	0.                
   lr(6) =       	1.7056e9 	50876.            	1267.4 	1   	0.                
   lr(7) =       	1.8714e9 	44322.            	1038.7 	1   	0.                
   lr(8) =       	1.8588e9 	21509.999999999996	1756.9 	1   	0.                
   lr(9) =       	1.8793e9 	14279.            	1979.3 	1   	0.                
   lr(10) =      	2.5506e9 	19231.            	1763.8 	1   	0.                
/                
