Cavity #142      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0616e9 	260.64            	8.688e7	1   	0.                
   lr(2) =       	2.5552e9 	52006.            	40588. 	1   	0.                
   lr(3) =       	1.7326e9 	49273.            	2342.9 	1   	0.                
   lr(4) =       	1.6936e9 	47406.            	1738.5 	1   	0.                
   lr(5) =       	2.539e9  	25573.            	2888.1 	1   	0.                
   lr(6) =       	1.8711e9 	33869.            	1466.8 	1   	0.                
   lr(7) =       	1.8562e9 	23277.            	1554.5 	1   	0.                
   lr(8) =       	1.8722e9 	36096.            	862.96 	1   	0.                
   lr(9) =       	1.8701e9 	28859.            	843.6  	1   	0.                
   lr(10) =      	1.7843e9 	10556.000000000002	779.56 	1   	0.                
/                
