Cavity #105      
                 	Frequency	R/Q              	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5673e9 	56332.00000000001	7744. 	1   	0.                
   lr(2) =       	3.0738e9 	2816.4           	87476.	1   	0.                
   lr(3) =       	1.8558e9 	26497.           	3720.3	1   	0.                
   lr(4) =       	2.5495e9 	15040.           	6616.7	1   	0.                
   lr(5) =       	1.8721e9 	24845.           	2894.3	1   	0.                
   lr(6) =       	1.7374e9 	44052.           	1499.5	1   	0.                
   lr(7) =       	1.7023e9 	46192.           	1301.3	1   	0.                
   lr(8) =       	1.8726e9 	27506.           	1512.5	1   	0.                
   lr(9) =       	1.8731e9 	20109.           	1098.8	1   	0.                
   lr(10) =      	1.7387e9 	40854.           	460.38	1   	0.                
/                
