Cavity #47       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5496e9 	34393.    	5514.6	1   	0.                
   lr(2) =       	1.7409e9 	51150.    	1751.4	1   	0.                
   lr(3) =       	1.7021e9 	49272.    	1669.3	1   	0.                
   lr(4) =       	1.8717e9 	34786.    	1841.5	1   	0.                
   lr(5) =       	2.5513e9 	40428.    	1913.5	1   	0.                
   lr(6) =       	1.8588e9 	26774.    	1698.3	1   	0.                
   lr(7) =       	1.8727e9 	36585.    	1197.2	1   	0.                
   lr(8) =       	1.8731e9 	35230.    	1023.1	1   	0.                
   lr(9) =       	1.6348e9 	3706.4    	6126.2	1   	0.                
   lr(10) =      	1.7872e9 	11194.    	933.64	1   	0.                
/                
