Cavity #107      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5655e9 	54990.            	5939.4	1   	0.                
   lr(2) =       	1.7339e9 	51220.            	2256.1	1   	0.                
   lr(3) =       	1.8714e9 	18143.            	3279.7	1   	0.                
   lr(4) =       	1.6266e9 	4149.7            	11774.	1   	0.                
   lr(5) =       	2.5517e9 	13475.            	5564.1	1   	0.                
   lr(6) =       	1.8594e9 	23424.999999999996	2191.3	1   	0.                
   lr(7) =       	1.8713e9 	18615.            	2515.1	1   	0.                
   lr(8) =       	1.7036e9 	32901.            	790.95	1   	0.                
   lr(9) =       	1.7858e9 	12985.            	1048.4	1   	0.                
   lr(10) =      	1.6875e9 	14663.            	679.86	1   	0.                
/                
