Cavity #155      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0593e9 	271.61    	2.7596e7	1   	0.                
   lr(2) =       	3.0665e9 	733.76    	3.8916e6	1   	0.                
   lr(3) =       	2.5492e9 	59333.    	13024.  	1   	0.                
   lr(4) =       	1.7078e9 	52408.    	2391.4  	1   	0.                
   lr(5) =       	2.5368e9 	22994.    	5211.5  	1   	0.                
   lr(6) =       	1.7379e9 	38388.    	2044.8  	1   	0.                
   lr(7) =       	1.8735e9 	40838.    	1203.2  	1   	0.                
   lr(8) =       	1.8726e9 	34923.    	845.49  	1   	0.                
   lr(9) =       	1.856e9  	26040.    	1058.3  	1   	0.                
   lr(10) =      	1.8752e9 	44577.    	611.21  	1   	0.                
/                
