Cavity #122      
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0503e9 	2887.     	1.5479e6	1   	0.                
   lr(2) =       	3.0503e9 	2910.1    	1.4386e6	1   	0.                
   lr(3) =       	3.0663e9 	2816.9    	1.1712e6	1   	0.                
   lr(4) =       	5.5348e9 	1698.5    	2.6232e6	1   	0.                
   lr(5) =       	3.0503e9 	2964.     	708180. 	1   	0.                
   lr(6) =       	1.87e9   	41181.    	3644.7  	1   	0.                
   lr(7) =       	1.8558e9 	22887.    	3239.7  	1   	0.                
   lr(8) =       	1.7433e9 	25069.    	1468.   	1   	0.                
   lr(9) =       	2.5538e9 	35288.    	1400.9  	1   	0.                
   lr(10) =      	1.7063e9 	39449.    	811.62  	1   	0.                
/                
