Cavity #20       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0755e9 	379.28999999999996	8.191e6	1   	0.                
   lr(2) =       	1.7088e9 	51236.            	2299.3 	1   	0.                
   lr(3) =       	1.7426e9 	51868.            	1741.5 	1   	0.                
   lr(4) =       	1.875e9  	31528.999999999996	2375.1 	1   	0.                
   lr(5) =       	1.8758e9 	33773.            	1490.5 	1   	0.                
   lr(6) =       	1.8747e9 	23335.            	1324.2 	1   	0.                
   lr(7) =       	1.8409e9 	13751.            	1907.6 	1   	0.                
   lr(8) =       	2.5449e9 	21788.            	1592.1 	1   	0.                
   lr(9) =       	1.8825e9 	7102.2            	3596.1 	1   	0.                
   lr(10) =      	1.8412e9 	13912.            	1341.4 	1   	0.                
/                
