Cavity #36       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5701e9 	52988.            	77352.	1   	0.                
   lr(2) =       	1.7319e9 	52214.            	2608.1	1   	0.                
   lr(3) =       	2.5286e9 	21932.            	4706.5	1   	0.                
   lr(4) =       	1.8685e9 	32921.            	1850. 	1   	0.                
   lr(5) =       	1.6992e9 	33555.            	874.64	1   	0.                
   lr(6) =       	2.529e9  	23969.999999999996	1507.5	1   	0.                
   lr(7) =       	1.8687e9 	37877.            	667.88	1   	0.                
   lr(8) =       	1.8599e9 	15104.            	1500.5	1   	0.                
   lr(9) =       	1.7918e9 	11901.            	1180.8	1   	0.                
   lr(10) =      	1.87e9   	27900.999999999996	482.45	1   	0.                
/                
