Cavity #45       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.06e9   	1290.2    	2.6635e6	1   	0.                
   lr(2) =       	1.871e9  	44059.    	2865.3  	1   	0.                
   lr(3) =       	1.8856e9 	12707.    	7940.3  	1   	0.                
   lr(4) =       	1.8712e9 	47398.    	1431.7  	1   	0.                
   lr(5) =       	1.7479e9 	42753.    	1479.8  	1   	0.                
   lr(6) =       	1.7133e9 	47872.    	1226.1  	1   	0.                
   lr(7) =       	1.8857e9 	10780.    	3877.3  	1   	0.                
   lr(8) =       	1.8631e9 	15041.    	2281.5  	1   	0.                
   lr(9) =       	2.5513e9 	26380.    	1323.5  	1   	0.                
   lr(10) =      	2.5513e9 	26501.    	1309.9  	1   	0.                
/                
