Cavity #119      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	4.2162e9 	3955.9           	125090.	1   	0.                
   lr(2) =       	3.0844e9 	3359.3           	107000.	1   	0.                
   lr(3) =       	1.7038e9 	51078.           	2225.1 	1   	0.                
   lr(4) =       	1.742e9  	46377.           	1674.8 	1   	0.                
   lr(5) =       	1.8673e9 	42196.99999999999	1672.8 	1   	0.                
   lr(6) =       	2.5364e9 	15480.           	5645.9 	1   	0.                
   lr(7) =       	1.8681e9 	41253.           	1144.6 	1   	0.                
   lr(8) =       	1.8822e9 	9610.699999999999	4865.8 	1   	0.                
   lr(9) =       	1.8691e9 	46344.           	654.15 	1   	0.                
   lr(10) =      	1.8555e9 	19987.           	941.69 	1   	0.                
/                
