Cavity #35       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0556e9 	2453.1    	2.4627e6	1   	0.                
   lr(2) =       	3.0556e9 	2458.6    	2.3803e6	1   	0.                
   lr(3) =       	1.7108e9 	51644.    	1658.9  	1   	0.                
   lr(4) =       	1.8728e9 	41070.    	2233.5  	1   	0.                
   lr(5) =       	1.8559e9 	28954.    	2354.1  	1   	0.                
   lr(6) =       	2.5309e9 	38801.    	1815.8  	1   	0.                
   lr(7) =       	2.5571e9 	36308.    	1895.1  	1   	0.                
   lr(8) =       	1.8736e9 	46081.    	942.81  	1   	0.                
   lr(9) =       	1.7409e9 	25526.    	1526.   	1   	0.                
   lr(10) =      	1.874e9  	41499.    	585.97  	1   	0.                
/                
