Cavity #54       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	4.2172e9 	2915.8           	1.1625e6	1   	0.                
   lr(2) =       	2.5278e9 	73201.           	8490.   	1   	0.                
   lr(3) =       	2.5278e9 	69094.           	7358.6  	1   	0.                
   lr(4) =       	1.8671e9 	43329.00000000001	2012.3  	1   	0.                
   lr(5) =       	1.7015e9 	46920.           	1226.5  	1   	0.                
   lr(6) =       	1.8678e9 	46378.00000000001	1315.4  	1   	0.                
   lr(7) =       	1.7283e9 	30791.           	1479.3  	1   	0.                
   lr(8) =       	1.8794e9 	18883.           	1980.   	1   	0.                
   lr(9) =       	1.8481e9 	24309.           	1316.3  	1   	0.                
   lr(10) =      	1.7288e9 	32314.           	679.13  	1   	0.                
/                
