Cavity #95       
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5511e9 	80068.            	6985. 	1   	0.                
   lr(2) =       	1.8873e9 	2103.1            	59893.	1   	0.                
   lr(3) =       	1.7153e9 	47211.            	2232.9	1   	0.                
   lr(4) =       	1.8801e9 	22248.            	3520. 	1   	0.                
   lr(5) =       	1.7406e9 	41247.            	1443.1	1   	0.                
   lr(6) =       	1.8802e9 	17042.            	3329.3	1   	0.                
   lr(7) =       	1.8523e9 	33211.            	1270. 	1   	0.                
   lr(8) =       	1.8794e9 	22552.            	1265.5	1   	0.                
   lr(9) =       	1.8534e9 	32566.            	847.07	1   	0.                
   lr(10) =      	1.6635e9 	10755.999999999998	1312. 	1   	0.                
/                
