Cavity #112      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.3687e9 	1056.9    	631840.	1   	0.                
   lr(2) =       	2.5637e9 	58499.    	5352.4 	1   	0.                
   lr(3) =       	1.8749e9 	37517.    	3403.7 	1   	0.                
   lr(4) =       	1.8747e9 	35618.    	3250.6 	1   	0.                
   lr(5) =       	1.7144e9 	50714.    	1643.4 	1   	0.                
   lr(6) =       	1.851e9  	33796.    	2300.5 	1   	0.                
   lr(7) =       	1.7404e9 	34276.    	1627.1 	1   	0.                
   lr(8) =       	1.8754e9 	43800.    	838.94 	1   	0.                
   lr(9) =       	2.5209e9 	21515.    	2279.7 	1   	0.                
   lr(10) =      	1.8792e9 	16984.    	929.79 	1   	0.                
/                
