Cavity #166      
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.5999e9 	308.66999999999996	1.7523e7	1   	0.                
   lr(2) =       	2.5495e9 	80168.            	13351.  	1   	0.                
   lr(3) =       	1.7385e9 	52154.99999999999 	2113.1  	1   	0.                
   lr(4) =       	1.8735e9 	38180.            	1726.   	1   	0.                
   lr(5) =       	1.7024e9 	41401.            	1044.3  	1   	0.                
   lr(6) =       	1.6333e9 	2241.4            	16598.  	1   	0.                
   lr(7) =       	1.8582e9 	25756.            	1586.3  	1   	0.                
   lr(8) =       	1.8742e9 	34511.            	979.48  	1   	0.                
   lr(9) =       	2.5424e9 	7847.2            	5649.6  	1   	0.                
   lr(10) =      	1.8752e9 	40838.            	434.86  	1   	0.                
/                
