Cavity #43       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0544e9 	486.36           	2.9937e7	1   	0.                
   lr(2) =       	3.0544e9 	487.94           	2.5013e7	1   	0.                
   lr(3) =       	3.0614e9 	2675.4           	614310. 	1   	0.                
   lr(4) =       	2.5315e9 	40608.00000000001	8964.9  	1   	0.                
   lr(5) =       	2.5469e9 	52455.           	3685.7  	1   	0.                
   lr(6) =       	1.7312e9 	43048.           	2182.4  	1   	0.                
   lr(7) =       	2.5313e9 	36418.           	2539.9  	1   	0.                
   lr(8) =       	1.8708e9 	46167.99999999999	1000.2  	1   	0.                
   lr(9) =       	1.6973e9 	42214.           	913.75  	1   	0.                
   lr(10) =      	1.8725e9 	47310.           	828.33  	1   	0.                
/                
