Cavity #113      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5611e9 	76244.            	9026.7 	1   	0.                
   lr(2) =       	1.6023e9 	1261.4            	318940.	1   	0.                
   lr(3) =       	3.0623e9 	963.74            	688310.	1   	0.                
   lr(4) =       	5.5799e9 	2844.2000000000003	356510.	1   	0.                
   lr(5) =       	1.8683e9 	41157.            	2558.6 	1   	0.                
   lr(6) =       	1.7433e9 	50652.            	1736.3 	1   	0.                
   lr(7) =       	1.7072e9 	48129.            	1229.1 	1   	0.                
   lr(8) =       	1.8691e9 	42836.            	1199.5 	1   	0.                
   lr(9) =       	1.8587e9 	18631.            	2167.2 	1   	0.                
   lr(10) =      	1.8813e9 	8880.4            	2760.1 	1   	0.                
/                
