Cavity #162      
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.6607e9 	2509.7000000000003	265900.	1   	0.                
   lr(2) =       	1.6095e9 	948.64            	162070.	1   	0.                
   lr(3) =       	2.5616e9 	22496.            	10418. 	1   	0.                
   lr(4) =       	1.746e9  	57435.            	2340.5 	1   	0.                
   lr(5) =       	2.5618e9 	23034.            	7100.8 	1   	0.                
   lr(6) =       	1.7129e9 	45336.99999999999 	2248.5 	1   	0.                
   lr(7) =       	1.8737e9 	35607.            	1093.1 	1   	0.                
   lr(8) =       	1.8745e9 	36371.            	988.89 	1   	0.                
   lr(9) =       	1.8645e9 	18205.            	1095.8 	1   	0.                
   lr(10) =      	1.8763e9 	23716.            	427.85 	1   	0.                
/                
