Cavity #56       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.5993e9 	834.11            	671930.	1   	0.                
   lr(2) =       	2.5501e9 	27911.            	17413. 	1   	0.                
   lr(3) =       	2.5502e9 	29301.            	8689.1 	1   	0.                
   lr(4) =       	1.8568e9 	29573.999999999996	2965.6 	1   	0.                
   lr(5) =       	1.7439e9 	45291.            	1612.4 	1   	0.                
   lr(6) =       	1.7095e9 	47833.            	1391.5 	1   	0.                
   lr(7) =       	1.8734e9 	28678.            	1873.  	1   	0.                
   lr(8) =       	1.8735e9 	27524.            	1633.1 	1   	0.                
   lr(9) =       	1.8786e9 	19046.            	1795.3 	1   	0.                
   lr(10) =      	1.8788e9 	17480.            	1695.  	1   	0.                
/                
