Cavity #66       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0767e9 	1184.2    	3.0855e6	1   	0.                
   lr(2) =       	1.8909e9 	1467.4    	303530. 	1   	0.                
   lr(3) =       	2.5457e9 	25981.    	14869.  	1   	0.                
   lr(4) =       	2.5653e9 	50723.    	3858.2  	1   	0.                
   lr(5) =       	1.8704e9 	36324.    	2135.7  	1   	0.                
   lr(6) =       	1.8709e9 	38380.    	2019.5  	1   	0.                
   lr(7) =       	1.7387e9 	45283.    	1393.3  	1   	0.                
   lr(8) =       	1.8805e9 	12565.    	3363.5  	1   	0.                
   lr(9) =       	1.7093e9 	37506.    	999.41  	1   	0.                
   lr(10) =      	1.8544e9 	22165.    	1604.7  	1   	0.                
/                
