Cavity #13       
                 	Frequency	R/Q               	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0705e9 	1396.             	3.9079e6	1   	0.                
   lr(2) =       	3.0705e9 	1375.7            	2.0829e6	1   	0.                
   lr(3) =       	1.8929e9 	1225.3            	1.2388e6	1   	0.                
   lr(4) =       	2.5415e9 	52313.            	6731.2  	1   	0.                
   lr(5) =       	1.7118e9 	57974.            	3200.2  	1   	0.                
   lr(6) =       	2.542e9  	59224.            	3218.5  	1   	0.                
   lr(7) =       	1.8769e9 	33528.            	1775.6  	1   	0.                
   lr(8) =       	1.8768e9 	33936.            	1598.8  	1   	0.                
   lr(9) =       	1.7493e9 	38992.            	1089.1  	1   	0.                
   lr(10) =      	1.8594e9 	27982.999999999996	954.06  	1   	0.                
/                
