Cavity #101      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5723e9 	60018.            	91910.	1   	0.                
   lr(2) =       	1.7329e9 	57937.            	2269. 	1   	0.                
   lr(3) =       	1.7003e9 	41264.            	2695. 	1   	0.                
   lr(4) =       	2.5493e9 	6381.400000000001 	13025.	1   	0.                
   lr(5) =       	2.5278e9 	12568.999999999998	4193.5	1   	0.                
   lr(6) =       	1.8727e9 	29701.            	975.18	1   	0.                
   lr(7) =       	1.8721e9 	42895.            	429.71	1   	0.                
   lr(8) =       	1.8695e9 	34807.            	394.18	1   	0.                
   lr(9) =       	1.8796e9 	9505.6            	1378.1	1   	0.                
   lr(10) =      	1.8572e9 	22028.            	485.09	1   	0.                
/                
