Cavity #158      
                 	Frequency	R/Q               	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.7337e9 	55034.            	2934.3	1   	0.                
   lr(2) =       	2.5425e9 	6590.099999999999 	16872.	1   	0.                
   lr(3) =       	1.6956e9 	41358.            	1659.9	1   	0.                
   lr(4) =       	1.868e9  	36755.            	1537.2	1   	0.                
   lr(5) =       	1.8688e9 	40053.            	919.97	1   	0.                
   lr(6) =       	2.5731e9 	52786.            	883.91	1   	0.                
   lr(7) =       	2.5134e9 	18013.            	2451.9	1   	0.                
   lr(8) =       	1.881e9  	8219.             	2697. 	1   	0.                
   lr(9) =       	1.8701e9 	30240.999999999996	507.52	1   	0.                
   lr(10) =      	1.8574e9 	11967.000000000002	1014.4	1   	0.                
/                
