Cavity #63       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0632e9 	771.3000000000001	1.8973e7	1   	0.                
   lr(2) =       	3.0632e9 	772.84           	9.8297e6	1   	0.                
   lr(3) =       	3.0687e9 	1830.4           	307130. 	1   	0.                
   lr(4) =       	2.5446e9 	45502.           	3679.6  	1   	0.                
   lr(5) =       	1.7463e9 	44470.           	1698.   	1   	0.                
   lr(6) =       	1.7129e9 	49292.99999999999	1377.4  	1   	0.                
   lr(7) =       	1.8732e9 	32928.           	2038.7  	1   	0.                
   lr(8) =       	1.8657e9 	22662.           	2707.   	1   	0.                
   lr(9) =       	1.8835e9 	9595.9           	4486.5  	1   	0.                
   lr(10) =      	1.8744e9 	33784.           	562.45  	1   	0.                
/                
