Cavity #106      
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5564e9 	74676.           	25932.  	1   	0.                
   lr(2) =       	8.0041e9 	946.3299999999999	5.6921e6	1   	0.                
   lr(3) =       	3.0859e9 	3369.6           	157270. 	1   	0.                
   lr(4) =       	1.7086e9 	52428.           	1933.7  	1   	0.                
   lr(5) =       	1.7431e9 	45119.           	1721.7  	1   	0.                
   lr(6) =       	1.8834e9 	11701.           	5244.2  	1   	0.                
   lr(7) =       	1.869e9  	41727.           	1162.1  	1   	0.                
   lr(8) =       	1.8676e9 	41561.           	1036.9  	1   	0.                
   lr(9) =       	1.8697e9 	38410.           	837.75  	1   	0.                
   lr(10) =      	1.6817e9 	10486.           	2191.   	1   	0.                
/                
