Cavity #59       
                 	Frequency	R/Q              	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0524e9 	1851.4           	8.7387e7	1   	0.                
   lr(2) =       	3.0524e9 	1850.8           	8.299e7 	1   	0.                
   lr(3) =       	1.8938e9 	2334.2           	193440. 	1   	0.                
   lr(4) =       	1.8938e9 	2350.6           	189830. 	1   	0.                
   lr(5) =       	2.5391e9 	38501.           	6021.3  	1   	0.                
   lr(6) =       	1.7431e9 	43732.           	2208.7  	1   	0.                
   lr(7) =       	2.5525e9 	52125.           	2043.9  	1   	0.                
   lr(8) =       	1.8681e9 	47142.           	1315.8  	1   	0.                
   lr(9) =       	1.8819e9 	17380.           	3535.6  	1   	0.                
   lr(10) =      	1.6997e9 	45627.00000000001	1165.8  	1   	0.                
/                
