Cavity #146      
                 	Frequency	R/Q       	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5392e9 	50982.    	21854. 	1   	0.                
   lr(2) =       	1.6005e9 	1228.3    	523320.	1   	0.                
   lr(3) =       	2.5393e9 	52388.    	11182. 	1   	0.                
   lr(4) =       	1.8719e9 	36229.    	2723.3 	1   	0.                
   lr(5) =       	1.713e9  	50869.    	1693.1 	1   	0.                
   lr(6) =       	1.8721e9 	39780.    	1905.  	1   	0.                
   lr(7) =       	1.884e9  	16024.    	4169.3 	1   	0.                
   lr(8) =       	1.7454e9 	31162.    	1388.4 	1   	0.                
   lr(9) =       	1.8547e9 	28727.    	1416.1 	1   	0.                
   lr(10) =      	1.873e9  	38342.    	944.09 	1   	0.                
/                
