Cavity #132      
                 	Frequency	R/Q              	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)       	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	5.6012e9 	4011.5           	143920.	1   	0.                
   lr(2) =       	1.7455e9 	45843.99999999999	2953.9 	1   	0.                
   lr(3) =       	1.6362e9 	2653.            	44189. 	1   	0.                
   lr(4) =       	2.5414e9 	27152.           	6067.5 	1   	0.                
   lr(5) =       	1.872e9  	40077.           	2274.2 	1   	0.                
   lr(6) =       	1.8609e9 	25716.           	2018.6 	1   	0.                
   lr(7) =       	2.5415e9 	27123.           	2455.5 	1   	0.                
   lr(8) =       	1.7061e9 	29600.           	660.07 	1   	0.                
   lr(9) =       	1.7987e9 	9140.9           	1756.8 	1   	0.                
   lr(10) =      	1.6859e9 	19063.           	591.8  	1   	0.                
/                
