Cavity #42       
                 	Frequency	R/Q       	Q       	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	        	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	3.0748e9 	2382.     	7.7654e6	1   	0.                
   lr(2) =       	1.8884e9 	1450.7    	2.3335e6	1   	0.                
   lr(3) =       	1.8884e9 	1457.6    	1.9356e6	1   	0.                
   lr(4) =       	1.8884e9 	1493.5    	668410. 	1   	0.                
   lr(5) =       	2.5551e9 	41697.    	2770.   	1   	0.                
   lr(6) =       	1.8718e9 	36159.    	2212.8  	1   	0.                
   lr(7) =       	1.696e9  	46560.    	1397.3  	1   	0.                
   lr(8) =       	1.6961e9 	48205.    	1063.9  	1   	0.                
   lr(9) =       	1.8721e9 	40978.    	1026.6  	1   	0.                
   lr(10) =      	1.744e9  	38008.    	755.56  	1   	0.                
/                
