Cavity #31       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5468e9 	40595.    	3793.3	1   	0.                
   lr(2) =       	2.5473e9 	55291.    	2581.2	1   	0.                
   lr(3) =       	1.8723e9 	38237.    	2652.8	1   	0.                
   lr(4) =       	1.7419e9 	37630.    	1927.4	1   	0.                
   lr(5) =       	1.8519e9 	29604.    	1838.4	1   	0.                
   lr(6) =       	1.7001e9 	48718.    	990.23	1   	0.                
   lr(7) =       	1.8713e9 	42516.    	975.4 	1   	0.                
   lr(8) =       	1.8789e9 	6215.4    	4033.8	1   	0.                
   lr(9) =       	1.79e9   	12583.    	952.65	1   	0.                
   lr(10) =      	1.6855e9 	15316.    	642.4 	1   	0.                
/                
