Cavity #94       
                 	Frequency	R/Q       	Q     	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)	      	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	1.8752e9 	36995.    	3164.4	1   	0.                
   lr(2) =       	1.8747e9 	35813.    	3201.1	1   	0.                
   lr(3) =       	1.8512e9 	36693.    	2337.2	1   	0.                
   lr(4) =       	1.7127e9 	51547.    	1474.4	1   	0.                
   lr(5) =       	2.5499e9 	36187.    	2467.7	1   	0.                
   lr(6) =       	2.5499e9 	36004.    	2458.5	1   	0.                
   lr(7) =       	2.5241e9 	17242.    	4217.8	1   	0.                
   lr(8) =       	1.7393e9 	26004.    	1388.4	1   	0.                
   lr(9) =       	1.8847e9 	10074.    	2630.1	1   	0.                
   lr(10) =      	1.6682e9 	11801.    	1540.8	1   	0.                
/                
