Cavity #57       
                 	Frequency	R/Q               	Q      	mode	Polarization_Angle
                 	(Hz)     	Ohm/m^(2n)        	       	    	(Radians/2pi)     
&long_range_modes
   lr(1) =       	2.5594e9 	57894.            	120840.	1   	0.                
   lr(2) =       	1.7298e9 	46092.00000000001 	2559.5 	1   	0.                
   lr(3) =       	2.5393e9 	9424.8            	10999. 	1   	0.                
   lr(4) =       	1.8663e9 	34448.            	2074.4 	1   	0.                
   lr(5) =       	1.7012e9 	42161.            	1115.3 	1   	0.                
   lr(6) =       	1.8804e9 	7640.900000000001 	5156.7 	1   	0.                
   lr(7) =       	1.8563e9 	24759.000000000004	1150.7 	1   	0.                
   lr(8) =       	1.8809e9 	7807.9            	2647.7 	1   	0.                
   lr(9) =       	2.5186e9 	9679.4            	2689.4 	1   	0.                
   lr(10) =      	1.8671e9 	38541.            	426.41 	1   	0.                
/                
